GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM
0022400062,1610612747,LAL,Los Angeles,1629637,Jaxson Hayes,Jaxson,,,15.000000:20,1.0,0.0,0.8,0.0,0.0,0.0,0.2,0.4,0.8,1.0,0.0,0.0,0.0,1.0,0.0
0022400062,1610612747,LAL,Los Angeles,1642261,Dalton Knecht,Dalton,,,15.000000:47,0.25,0.75,0.4,0.0,0.6,0.4,0.0,0.0,0.4,0.0,1.0,1.0,0.0,0.5,0.5
0022400062,1610612747,LAL,Los Angeles,1642355,Bronny James,Bronny,,,2.000000:41,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400062,1610612747,LAL,Los Angeles,1641720,Jalen Hood-Schifino,Jalen,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400062,1610612747,LAL,Los Angeles,1641721,Maxwell Lewis,Maxwell,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400062,1610612747,LAL,Los Angeles,1629629,Cam Reddish,Cam,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400062,1610612750,MIN,Minnesota,1630183,Jaden McDaniels,Jaden,F,,16.000000:00,0.625,0.375,1.0,0.0,0.0,0.0,0.0,0.333,1.0,0.667,0.333,0.0,0.0,0.667,0.333
0022400062,1610612750,MIN,Minnesota,203944,Julius Randle,Julius,F,,34.000000:19,0.7,0.3,0.5,0.0,0.188,0.0,0.313,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0
0022400062,1610612750,MIN,Minnesota,203497,Rudy Gobert,Rudy,C,,35.000000:20,1.0,0.0,0.769,0.0,0.0,0.154,0.231,0.0,0.769,0.8,0.2,0.0,0.0,0.8,0.2
0022400062,1610612750,MIN,Minnesota,1630162,Anthony Edwards,Anthony,G,,41.000000:04,0.48,0.52,0.37,0.148,0.556,0.074,0.074,0.0,0.222,0.0,1.0,0.4,0.6,0.2,0.8
0022400062,1610612750,MIN,Minnesota,201144,Mike Conley,Mike,G,,20.000000:13,0.286,0.714,0.4,0.0,0.0,0.0,0.6,0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0
0022400062,1610612750,MIN,Minnesota,1629675,Naz Reid,Naz,,,26.000000:21,0.5,0.5,0.167,0.0,0.5,0.25,0.333,0.167,0.167,0.0,1.0,1.0,0.0,0.667,0.333
0022400062,1610612750,MIN,Minnesota,1628978,Donte DiVincenzo,Donte,,,31.000000:33,0.273,0.727,0.2,0.0,0.6,0.0,0.2,0.2,0.2,0.0,1.0,1.0,0.0,0.667,0.333
0022400062,1610612750,MIN,Minnesota,1629638,Nickeil Alexander-Walker,Nickeil,,,28.000000:22,0.429,0.571,0.286,0.0,0.643,0.0,0.071,0.0,0.286,1.0,0.0,1.0,0.0,1.0,0.0
0022400062,1610612750,MIN,Minnesota,204060,Joe Ingles,Joe,,,6.000000:48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400062,1610612750,MIN,Minnesota,1642265,Rob Dillingham,Rob,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400062,1610612750,MIN,Minnesota,1628408,PJ Dozier,PJ,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400062,1610612750,MIN,Minnesota,1630568,Luka Garza,Luka,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400062,1610612750,MIN,Minnesota,1631159,Leonard Miller,Leonard,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400062,1610612750,MIN,Minnesota,1631169,Josh Minott,Josh,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400062,1610612750,MIN,Minnesota,1630545,Terrence Shannon Jr.,Terrence,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400063,1610612754,IND,Indiana,1630174,Aaron Nesmith,Aaron,F,,18.000000:45,0.5,0.5,0.286,0.0,0.429,0.286,0.286,0.571,0.286,1.0,0.0,1.0,0.0,1.0,0.0
0022400063,1610612754,IND,Indiana,1627783,Pascal Siakam,Pascal,F,,31.000000:58,0.8,0.2,0.737,0.105,0.158,0.158,0.105,0.211,0.632,0.571,0.429,1.0,0.0,0.625,0.375
0022400063,1610612754,IND,Indiana,1626167,Myles Turner,Myles,C,,36.000000:03,0.429,0.571,0.4,0.0,0.45,0.0,0.15,0.0,0.4,1.0,0.0,1.0,0.0,1.0,0.0
0022400063,1610612754,IND,Indiana,1629614,Andrew Nembhard,Andrew,G,,34.000000:49,0.75,0.25,0.75,0.25,0.0,0.25,0.25,0.0,0.5,0.667,0.333,0.0,0.0,0.667,0.333
0022400063,1610612754,IND,Indiana,1630169,Tyrese Haliburton,Tyrese,G,,34.000000:58,0.5,0.5,0.667,0.267,0.2,0.0,0.133,0.133,0.4,0.6,0.4,1.0,0.0,0.667,0.333
0022400063,1610612754,IND,Indiana,1630164,James Wiseman,James,,,4.000000:38,0.75,0.25,0.667,0.0,0.0,0.333,0.333,0.333,0.667,1.0,0.0,0.0,0.0,1.0,0.0
0022400063,1610612754,IND,Indiana,204456,T.J. McConnell,T.J.,,,15.000000:48,1.0,0.0,1.0,0.143,0.0,0.429,0.0,0.0,0.857,0.571,0.429,0.0,0.0,0.571,0.429
0022400063,1610612754,IND,Indiana,1630167,Obi Toppin,Obi,,,16.000000:02,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0022400063,1610612754,IND,Indiana,1631097,Bennedict Mathurin,Bennedict,,,27.000000:42,0.625,0.375,0.316,0.211,0.316,0.0,0.368,0.0,0.105,0.667,0.333,1.0,0.0,0.8,0.2
0022400063,1610612754,IND,Indiana,1641716,Jarace Walker,Jarace,,,6.000000:21,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0022400063,1610612754,IND,Indiana,1642402,Enrique Freeman,Enrique,,,6.000000:38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400063,1610612754,IND,Indiana,1641767,Ben Sheppard,Ben,,,6.000000:18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400063,1610612754,IND,Indiana,1642277,Johnny Furphy,Johnny,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400063,1610612754,IND,Indiana,1631245,Quenton Jackson,Quenton,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400063,1610612754,IND,Indiana,201949,James Johnson,James,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400063,1610612765,DET,Detroit,203501,Tim Hardaway Jr.,Tim,F,,28.000000:56,0.222,0.778,0.0,0.0,0.857,0.214,0.143,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0022400063,1610612765,DET,Detroit,202699,Tobias Harris,Tobias,F,,35.000000:48,0.538,0.462,0.769,0.154,0.231,0.154,0.0,0.0,0.615,0.8,0.2,1.0,0.0,0.833,0.167
0022400063,1610612765,DET,Detroit,1631105,Jalen Duren,Jalen,C,,30.000000:04,1.0,0.0,0.615,0.0,0.0,0.231,0.385,0.385,0.615,0.75,0.25,0.0,0.0,0.75,0.25
0022400063,1610612765,DET,Detroit,1631093,Jaden Ivey,Jaden,G,,30.000000:36,0.846,0.154,0.588,0.0,0.0,0.118,0.412,0.118,0.588,0.4,0.6,0.0,0.0,0.4,0.6
0022400063,1610612765,DET,Detroit,1630595,Cade Cunningham,Cade,G,,36.000000:33,0.739,0.261,0.571,0.071,0.214,0.0,0.214,0.179,0.5,0.125,0.875,0.0,1.0,0.1,0.9
0022400063,1610612765,DET,Detroit,1627736,Malik Beasley,Malik,,,27.000000:50,0.538,0.462,0.429,0.143,0.429,0.0,0.143,0.143,0.286,1.0,0.0,1.0,0.0,1.0,0.0
0022400063,1610612765,DET,Detroit,1630191,Isaiah Stewart,Isaiah,,,16.000000:58,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0022400063,1610612765,DET,Detroit,1631323,Simone Fontecchio,Simone,,,14.000000:51,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400063,1610612765,DET,Detroit,1641842,Ronald Holland II,Ronald,,,15.000000:18,0.5,0.5,0.667,0.0,0.0,0.0,0.333,0.0,0.667,0.5,0.5,0.0,0.0,0.5,0.5
0022400063,1610612765,DET,Detroit,1631204,Marcus Sasser,Marcus,,,3.000000:07,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0022400063,1610612765,DET,Detroit,1642450,Daniss Jenkins,Daniss,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400063,1610612765,DET,Detroit,1631111,Wendell Moore Jr.,Wendell,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400063,1610612765,DET,Detroit,1630194,Paul Reed,Paul,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400063,1610612765,DET,Detroit,1631306,Cole Swider,Cole,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400063,1610612765,DET,Detroit,1631214,Alondes Williams,Alondes,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400064,1610612737,ATL,Atlanta,1629631,De'Andre Hunter,De'Andre,F,,25.000000:47,0.6,0.4,0.167,0.167,0.5,0.0,0.333,0.167,0.0,1.0,0.0,0.5,0.5,0.667,0.333
0022400064,1610612737,ATL,Atlanta,1630552,Jalen Johnson,Jalen,F,,36.000000:51,0.667,0.333,0.727,0.182,0.0,0.182,0.273,0.364,0.545,1.0,0.0,0.0,0.0,1.0,0.0
0022400064,1610612737,ATL,Atlanta,203991,Clint Capela,Clint,C,,19.000000:31,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.333,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0022400064,1610612737,ATL,Atlanta,1630700,Dyson Daniels,Dyson,G,,34.000000:32,0.667,0.333,0.533,0.0,0.4,0.0,0.067,0.4,0.533,0.25,0.75,0.5,0.5,0.333,0.667
0022400064,1610612737,ATL,Atlanta,1629027,Trae Young,Trae,G,,36.000000:41,0.625,0.375,0.333,0.067,0.2,0.0,0.467,0.067,0.267,0.2,0.8,0.0,1.0,0.143,0.857
0022400064,1610612737,ATL,Atlanta,203992,Bogdan Bogdanović,Bogdan,,,27.000000:50,0.0,1.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0022400064,1610612737,ATL,Atlanta,1630168,Onyeka Okongwu,Onyeka,,,28.000000:29,1.0,0.0,0.786,0.0,0.0,0.143,0.214,0.0,0.786,0.727,0.273,0.0,0.0,0.727,0.273
0022400064,1610612737,ATL,Atlanta,1642258,Zaccharie Risacher,Zaccharie,,,19.000000:00,0.5,0.5,0.286,0.0,0.429,0.857,0.286,0.143,0.286,1.0,0.0,1.0,0.0,1.0,0.0
0022400064,1610612737,ATL,Atlanta,1630249,Vít Krejčí,Vít,,,11.000000:19,0.5,0.5,0.667,0.0,0.0,1.0,0.333,0.0,0.667,1.0,0.0,0.0,0.0,1.0,0.0
0022400064,1610612737,ATL,Atlanta,1631243,Mouhamed Gueye,Mouhamed,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400064,1610612737,ATL,Atlanta,1629726,Garrison Mathews,Garrison,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400064,1610612737,ATL,Atlanta,1626204,Larry Nance Jr.,Larry,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400064,1610612737,ATL,Atlanta,1631223,David Roddy,David,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400064,1610612737,ATL,Atlanta,1630811,Keaton Wallace,Keaton,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400064,1610612751,BKN,Brooklyn,1627732,Ben Simmons,Ben,F,,24.000000:12,1.0,0.0,1.0,0.0,0.0,0.333,0.0,0.0,1.0,0.333,0.667,0.0,0.0,0.333,0.667
0022400064,1610612751,BKN,Brooklyn,1629661,Cameron Johnson,Cameron,F,,32.000000:01,0.4,0.6,0.429,0.0,0.214,0.0,0.357,0.143,0.429,1.0,0.0,1.0,0.0,1.0,0.0
0022400064,1610612751,BKN,Brooklyn,1627827,Dorian Finney-Smith,Dorian,C,,29.000000:34,0.3,0.7,0.25,0.0,0.75,0.375,0.0,0.25,0.25,0.0,1.0,1.0,0.0,0.667,0.333
0022400064,1610612751,BKN,Brooklyn,1630560,Cam Thomas,Cam,G,,33.000000:43,0.519,0.481,0.389,0.0,0.583,0.139,0.028,0.167,0.389,0.429,0.571,0.571,0.429,0.5,0.5
0022400064,1610612751,BKN,Brooklyn,203471,Dennis Schröder,Dennis,G,,34.000000:20,0.625,0.375,0.462,0.462,0.462,0.0,0.077,0.154,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0022400064,1610612751,BKN,Brooklyn,1630592,Jalen Wilson,Jalen,,,33.000000:58,0.286,0.714,0.125,0.0,0.375,0.188,0.5,0.125,0.125,0.0,1.0,1.0,0.0,0.667,0.333
0022400064,1610612751,BKN,Brooklyn,1641730,Noah Clowney,Noah,,,14.000000:36,0.5,0.5,0.286,0.0,0.429,0.0,0.286,0.286,0.286,0.0,1.0,0.0,1.0,0.0,1.0
0022400064,1610612751,BKN,Brooklyn,1629651,Nic Claxton,Nic,,,15.000000:25,1.0,0.0,0.857,0.0,0.0,0.143,0.143,0.143,0.857,0.667,0.333,0.0,0.0,0.667,0.333
0022400064,1610612751,BKN,Brooklyn,1630533,Ziaire Williams,Ziaire,,,15.000000:51,0.5,0.5,0.222,0.0,0.667,0.0,0.111,0.333,0.222,1.0,0.0,1.0,0.0,1.0,0.0
0022400064,1610612751,BKN,Brooklyn,1629003,Shake Milton,Shake,,,6.000000:20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400064,1610612751,BKN,Brooklyn,1630553,Keon Johnson,Keon,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400064,1610612751,BKN,Brooklyn,1641798,Jaylen Martin,Jaylen,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400064,1610612751,BKN,Brooklyn,1631213,Tyrese Martin,Tyrese,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400064,1610612751,BKN,Brooklyn,1641727,Dariq Whitehead,Dariq,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400064,1610612751,BKN,Brooklyn,1642385,Cui Yongxi,Cui,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400065,1610612748,MIA,Miami,202710,Jimmy Butler,Jimmy,F,,25.000000:49,0.75,0.25,0.667,0.0,0.0,0.667,0.333,0.0,0.667,1.0,0.0,0.0,0.0,1.0,0.0
0022400065,1610612748,MIA,Miami,1631107,Nikola Jović,Nikola,F,,24.000000:01,0.5,0.5,0.8,0.0,0.2,0.467,0.0,0.267,0.8,0.5,0.5,1.0,0.0,0.571,0.429
0022400065,1610612748,MIA,Miami,1628389,Bam Adebayo,Bam,C,,25.000000:31,0.6,0.4,0.222,0.0,0.0,0.0,0.778,0.0,0.222,1.0,0.0,0.0,0.0,1.0,0.0
0022400065,1610612748,MIA,Miami,1629639,Tyler Herro,Tyler,G,,28.000000:45,0.545,0.455,0.429,0.0,0.429,0.143,0.143,0.143,0.429,0.667,0.333,0.5,0.5,0.6,0.4
0022400065,1610612748,MIA,Miami,1626179,Terry Rozier,Terry,G,,32.000000:03,0.533,0.467,0.316,0.105,0.316,0.0,0.368,0.0,0.211,1.0,0.0,1.0,0.0,1.0,0.0
0022400065,1610612748,MIA,Miami,1631170,Jaime Jaquez Jr.,Jaime,,,19.000000:11,0.778,0.222,0.308,0.0,0.462,0.0,0.231,0.0,0.308,0.5,0.5,0.5,0.5,0.5,0.5
0022400065,1610612748,MIA,Miami,1628418,Thomas Bryant,Thomas,,,16.000000:01,0.5,0.5,0.286,0.0,0.429,0.286,0.286,0.429,0.286,1.0,0.0,1.0,0.0,1.0,0.0
0022400065,1610612748,MIA,Miami,1629312,Haywood Highsmith,Haywood,,,30.000000:14,0.75,0.25,0.667,0.0,0.333,0.0,0.0,0.556,0.667,0.667,0.333,1.0,0.0,0.75,0.25
0022400065,1610612748,MIA,Miami,1629130,Duncan Robinson,Duncan,,,19.000000:40,0.286,0.714,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0022400065,1610612748,MIA,Miami,1641796,Pelle Larsson,Pelle,,,6.000000:15,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0022400065,1610612748,MIA,Miami,1642276,Kel'el Ware,Kel'el,,,6.000000:15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400065,1610612748,MIA,Miami,1630696,Dru Smith,Dru,,,6.000000:15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400065,1610612748,MIA,Miami,202692,Alec Burks,Alec,,DNP - Coach's Decision,,,,,,,,,,,,,,,,
0022400065,1610612748,MIA,Miami,201567,Kevin Love,Kevin,,NWT - Personal,,,,,,,,,,,,,,,,
0022400065,1610612748,MIA,Miami,1626196,Josh Richardson,Josh,,DND - Injury/Illness,,,,,,,,,,,,,,,,
0022400065,1610612753,ORL,Orlando,1630532,Franz Wagner,Franz,F,,23.000000:06,0.625,0.375,0.609,0.087,0.391,0.087,0.0,0.087,0.522,0.429,0.571,0.667,0.333,0.5,0.5
0022400065,1610612753,ORL,Orlando,1631094,Paolo Banchero,Paolo,F,,31.000000:12,0.667,0.333,0.485,0.0,0.364,0.182,0.152,0.121,0.485,0.5,0.5,0.75,0.25,0.583,0.417
0022400065,1610612753,ORL,Orlando,1628976,Wendell Carter Jr.,Wendell,C,,26.000000:37,0.714,0.286,0.5,0.0,0.375,0.25,0.125,0.375,0.5,1.0,0.0,1.0,0.0,1.0,0.0
0022400065,1610612753,ORL,Orlando,203484,Kentavious Caldwell-Pope,Kentavious,G,,25.000000:09,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400065,1610612753,ORL,Orlando,1630591,Jalen Suggs,Jalen,G,,12.000000:32,0.5,0.5,0.364,0.0,0.273,0.455,0.364,0.182,0.364,0.5,0.5,1.0,0.0,0.667,0.333
0022400065,1610612753,ORL,Orlando,203914,Gary Harris,Gary,,,21.000000:46,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0022400065,1610612753,ORL,Orlando,1641710,Anthony Black,Anthony,,,27.000000:54,0.778,0.222,0.6,0.0,0.3,0.4,0.1,0.2,0.6,0.333,0.667,1.0,0.0,0.5,0.5
0022400065,1610612753,ORL,Orlando,1630175,Cole Anthony,Cole,,,17.000000:30,0.286,0.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400065,1610612753,ORL,Orlando,1629021,Moritz Wagner,Moritz,,,16.000000:02,0.25,0.75,0.286,0.0,0.429,0.0,0.286,0.0,0.286,1.0,0.0,1.0,0.0,1.0,0.0
0022400065,1610612753,ORL,Orlando,1628371,Jonathan Isaac,Jonathan,,,11.000000:27,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0022400065,1610612753,ORL,Orlando,1629048,Goga Bitadze,Goga,,,5.000000:21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022400065,1610612753,ORL,Orlando,202709,Cory Joseph,Cory,,,5.000000:21,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
