GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0021600211,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,45,92,0.489,11,27,0.407,8,11,0.727,11,29,40,29,11,6,15,14,109,-2.0
0021600214,1610612753,Magic,ORL,Orlando,240.000000:00,33,91,0.363,7,25,0.28,14,23,0.609,11,33,44,17,9,8,11,19,87,-5.0
0021600214,1610612756,Suns,PHX,Phoenix,240.000000:00,33,73,0.452,9,22,0.409,17,22,0.773,6,38,44,15,6,7,17,20,92,5.0
0021600216,1610612737,Hawks,ATL,Atlanta,240.000000:00,36,85,0.424,5,20,0.25,19,22,0.864,17,39,56,17,11,7,21,18,96,11.0
0021600216,1610612754,Pacers,IND,Indiana,240.000000:00,34,84,0.405,7,27,0.259,10,14,0.714,7,30,37,16,15,5,18,20,85,-11.0
0021600219,1610612745,Rockets,HOU,Houston,240.000000:00,38,78,0.487,14,42,0.333,12,12,1.0,11,28,39,29,6,7,26,22,102,-13.0
0021600219,1610612761,Raptors,TOR,Toronto,240.000000:00,43,88,0.489,12,23,0.522,17,21,0.81,15,23,38,28,14,7,14,15,115,13.0
0021600225,1610612738,Celtics,BOS,Boston,240.000000:00,42,91,0.462,12,34,0.353,7,9,0.778,8,28,36,32,8,4,10,21,103,-6.0
0021600225,1610612759,Spurs,SAS,San Antonio,240.000000:00,38,81,0.469,11,24,0.458,22,25,0.88,13,32,45,24,4,8,16,12,109,6.0
0021600230,1610612746,Clippers,LAC,LA,240.000000:00,35,73,0.479,7,21,0.333,20,26,0.769,6,27,33,26,4,5,14,16,97,-11.0
0021600230,1610612765,Pistons,DET,Detroit,240.000000:00,47,90,0.522,9,19,0.474,5,7,0.714,9,33,42,26,7,0,10,22,108,11.0
0021600232,1610612749,Bucks,MIL,Milwaukee,240.000000:00,40,79,0.506,12,29,0.414,7,12,0.583,7,31,38,26,4,2,11,19,99,-6.0
0021600232,1610612761,Raptors,TOR,Toronto,240.000000:00,38,82,0.463,14,32,0.438,15,19,0.789,11,27,38,18,3,5,9,17,105,6.0
0021600234,1610612751,Nets,BKN,Brooklyn,240.000000:00,36,79,0.456,11,34,0.324,14,23,0.609,9,29,38,24,8,4,19,17,97,-21.0
0021600234,1610612754,Pacers,IND,Indiana,240.000000:00,48,87,0.552,11,26,0.423,11,16,0.688,9,38,47,25,11,5,14,19,118,21.0
0021600235,1610612743,Nuggets,DEN,Denver,265.000000:00,48,101,0.475,12,34,0.353,21,27,0.778,13,39,52,34,9,7,16,21,129,-3.0
0021600235,1610612760,Thunder,OKC,Oklahoma City,265.000000:00,48,96,0.5,13,26,0.5,23,29,0.793,7,33,40,29,11,4,12,21,132,3.0
0021600237,1610612740,Pelicans,NOP,New Orleans,240.000000:00,36,76,0.474,13,23,0.565,19,29,0.655,2,32,34,20,3,8,14,14,104,-15.0
0021600237,1610612757,Trail Blazers,POR,Portland,240.000000:00,47,100,0.47,12,32,0.375,13,17,0.765,12,40,52,30,7,5,11,20,119,15.0
0021600240,1610612759,Spurs,SAS,San Antonio,240.000000:00,40,75,0.533,9,24,0.375,23,29,0.793,6,32,38,22,7,6,14,17,112,12.0
0021600240,1610612764,Wizards,WAS,Washington,240.000000:00,42,88,0.477,6,22,0.273,10,14,0.714,12,28,40,21,11,1,12,26,100,-12.0
0021600246,1610612743,Nuggets,DEN,Denver,240.000000:00,39,89,0.438,13,29,0.448,29,32,0.906,10,39,49,21,5,1,12,25,120,6.0
0021600246,1610612756,Suns,PHX,Phoenix,240.000000:00,36,89,0.404,11,25,0.44,31,36,0.861,9,37,46,11,5,7,11,24,114,-6.0
0021600249,1610612746,Clippers,LAC,LA,240.000000:00,22,70,0.314,4,24,0.167,22,27,0.815,6,34,40,11,9,4,20,13,70,-21.0
0021600249,1610612754,Pacers,IND,Indiana,240.000000:00,40,92,0.435,5,19,0.263,6,7,0.857,13,39,52,26,8,4,13,21,91,21.0
0021600253,1610612758,Kings,SAC,Sacramento,265.000000:00,38,93,0.409,3,21,0.143,16,26,0.615,13,31,44,20,15,4,20,24,95,-6.0
0021600253,1610612764,Wizards,WAS,Washington,265.000000:00,35,85,0.412,10,25,0.4,21,26,0.808,11,38,49,22,11,7,23,23,101,6.0
0021600263,1610612740,Pelicans,NOP,New Orleans,240.000000:00,38,88,0.432,8,31,0.258,21,25,0.84,13,41,54,24,10,3,8,17,105,17.0
0021600263,1610612747,Lakers,LAL,Los Angeles,240.000000:00,37,87,0.425,5,30,0.167,9,18,0.5,9,38,47,26,8,5,12,17,88,-17.0
0021600264,1610612753,Magic,ORL,Orlando,240.000000:00,39,86,0.453,6,15,0.4,11,12,0.917,9,31,40,25,12,4,13,21,95,12.0
0021600264,1610612759,Spurs,SAS,San Antonio,240.000000:00,28,76,0.368,5,20,0.25,22,26,0.846,10,35,45,19,9,4,18,17,83,-12.0
0021600267,1610612738,Celtics,BOS,Boston,240.000000:00,40,91,0.44,15,42,0.357,19,20,0.95,9,24,33,26,6,3,5,17,114,-7.0
0021600267,1610612765,Pistons,DET,Detroit,240.000000:00,48,87,0.552,9,20,0.45,16,21,0.762,13,39,52,28,4,8,11,19,121,7.0
0021600280,1610612748,Heat,MIA,Miami,240.000000:00,44,86,0.512,8,19,0.421,15,19,0.789,13,27,40,16,7,2,6,15,111,1.0
0021600280,1610612762,Jazz,UTA,Utah,240.000000:00,40,73,0.548,17,30,0.567,13,17,0.765,5,26,31,24,5,8,11,14,110,-1.0
0021600282,1610612753,Magic,ORL,Orlando,240.000000:00,37,78,0.474,13,26,0.5,18,26,0.692,7,40,47,24,8,3,10,20,105,17.0
0021600282,1610612755,76ers,PHI,Philadelphia,240.000000:00,36,95,0.379,9,32,0.281,7,10,0.7,15,31,46,24,3,6,10,18,88,-17.0
0021600283,1610612738,Celtics,BOS,Boston,240.000000:00,36,88,0.409,11,28,0.393,14,15,0.933,11,34,45,25,10,9,13,22,97,5.0
0021600283,1610612758,Kings,SAC,Sacramento,240.000000:00,33,88,0.375,6,26,0.231,20,25,0.8,14,37,51,22,9,10,14,16,92,-5.0
0021600287,1610612740,Pelicans,NOP,New Orleans,240.000000:00,39,85,0.459,5,20,0.25,13,21,0.619,10,30,40,21,5,4,11,14,96,-18.0
0021600287,1610612746,Clippers,LAC,LA,240.000000:00,45,88,0.511,10,24,0.417,14,16,0.875,12,35,47,27,6,7,9,18,114,18.0
0021600289,1610612759,Spurs,SAS,San Antonio,240.000000:00,39,80,0.487,8,20,0.4,21,33,0.636,12,25,37,27,11,4,15,17,107,2.0
0021600289,1610612764,Wizards,WAS,Washington,240.000000:00,41,81,0.506,7,11,0.636,16,18,0.889,9,34,43,25,13,3,18,26,105,-2.0
0021600297,1610612743,Nuggets,DEN,Denver,240.000000:00,37,83,0.446,13,24,0.542,11,14,0.786,7,30,37,19,7,5,14,21,98,-7.0
0021600297,1610612762,Jazz,UTA,Utah,240.000000:00,35,78,0.449,9,25,0.36,26,28,0.929,7,33,40,20,8,3,9,13,105,7.0
0021600299,1610612744,Warriors,GSW,Golden State,240.000000:00,49,78,0.628,14,21,0.667,26,34,0.765,6,32,38,37,9,5,17,19,138,29.0
0021600299,1610612756,Suns,PHX,Phoenix,240.000000:00,41,91,0.451,11,32,0.344,16,21,0.762,14,22,36,24,8,2,14,29,109,-29.0
0021600305,1610612739,Cavaliers,CLE,Cleveland,240.000000:00,40,84,0.476,14,32,0.438,22,27,0.815,13,35,48,21,4,3,14,21,116,4.0
0021600305,1610612761,Raptors,TOR,Toronto,240.000000:00,38,88,0.432,13,32,0.406,23,27,0.852,10,23,33,22,8,5,7,22,112,-4.0
0021600308,1610612741,Bulls,CHI,Chicago,240.000000:00,35,83,0.422,7,23,0.304,33,38,0.868,15,35,50,16,8,11,15,17,110,-2.0
0021600308,1610612757,Trail Blazers,POR,Portland,240.000000:00,45,93,0.484,9,24,0.375,13,18,0.722,10,28,38,25,9,8,9,27,112,2.0
0021600317,1610612741,Bulls,CHI,Chicago,240.000000:00,33,75,0.44,2,15,0.133,23,32,0.719,9,36,45,15,6,7,14,20,91,-11.0
0021600317,1610612765,Pistons,DET,Detroit,240.000000:00,40,88,0.455,8,21,0.381,14,21,0.667,9,35,44,24,10,5,9,23,102,11.0
0021600318,1610612755,76ers,PHI,Philadelphia,240.000000:00,32,82,0.39,14,41,0.341,13,26,0.5,9,36,45,21,5,7,16,27,91,-5.0
0021600318,1610612763,Grizzlies,MEM,Memphis,240.000000:00,33,86,0.384,2,17,0.118,28,35,0.8,12,41,53,18,8,5,13,25,96,5.0
0021600320,1610612756,Suns,PHX,Phoenix,240.000000:00,39,84,0.464,6,18,0.333,21,25,0.84,12,29,41,14,5,0,17,28,105,-7.0
0021600320,1610612762,Jazz,UTA,Utah,240.000000:00,36,73,0.493,12,27,0.444,28,32,0.875,6,29,35,23,7,7,15,23,112,7.0
0021600324,1610612737,Hawks,ATL,Atlanta,240.000000:00,43,88,0.489,4,19,0.211,13,15,0.867,14,33,47,27,9,9,14,20,103,8.0
0021600324,1610612748,Heat,MIA,Miami,240.000000:00,34,80,0.425,11,27,0.407,16,20,0.8,8,25,33,20,6,6,16,16,95,-8.0
0021600327,1610612739,Cavaliers,CLE,Cleveland,240.000000:00,39,80,0.487,22,40,0.55,26,31,0.839,10,36,46,23,11,4,12,18,126,32.0
0021600327,1610612752,Knicks,NYK,New York,240.000000:00,35,87,0.402,11,31,0.355,13,15,0.867,13,30,43,22,6,3,16,22,94,-32.0
0021600329,1610612754,Pacers,IND,Indiana,240.000000:00,35,78,0.449,7,23,0.304,32,41,0.78,12,37,49,16,11,3,18,16,109,15.0
0021600329,1610612756,Suns,PHX,Phoenix,240.000000:00,34,85,0.4,9,33,0.273,17,18,0.944,9,31,40,17,14,4,19,31,94,-15.0
0021600330,1610612744,Warriors,GSW,Golden State,240.000000:00,42,89,0.472,7,31,0.226,24,29,0.828,12,34,46,32,11,5,10,24,115,17.0
0021600330,1610612746,Clippers,LAC,LA,240.000000:00,36,92,0.391,8,26,0.308,18,24,0.75,17,30,47,15,3,2,13,24,98,-17.0
0021600332,1610612743,Nuggets,DEN,Denver,240.000000:00,31,76,0.408,7,32,0.219,16,24,0.667,14,31,45,24,8,2,27,24,85,-7.0
0021600332,1610612764,Wizards,WAS,Washington,240.000000:00,35,78,0.449,6,19,0.316,16,17,0.941,8,27,35,21,11,3,18,20,92,7.0
0021600333,1610612757,Trail Blazers,POR,Portland,240.000000:00,25,82,0.305,7,28,0.25,29,40,0.725,13,39,52,13,6,3,12,23,86,-2.0
0021600333,1610612763,Grizzlies,MEM,Memphis,240.000000:00,31,87,0.356,6,20,0.3,20,30,0.667,15,43,58,13,8,2,12,28,88,2.0
0021600341,1610612745,Rockets,HOU,Houston,240.000000:00,36,92,0.391,11,42,0.262,19,30,0.633,16,36,52,26,9,1,15,24,102,3.0
0021600341,1610612760,Thunder,OKC,Oklahoma City,240.000000:00,34,81,0.42,7,28,0.25,24,31,0.774,9,37,46,18,9,5,17,19,99,-3.0
0021600352,1610612742,Mavericks,DAL,Dallas,240.000000:00,32,79,0.405,11,34,0.324,12,14,0.857,6,26,32,18,7,3,9,18,87,-22.0
0021600352,1610612745,Rockets,HOU,Houston,240.000000:00,37,74,0.5,19,37,0.514,16,22,0.727,10,38,48,31,4,1,15,16,109,22.0
