GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD
0022100001,1610612751,BKN,Brooklyn,1627761,DeAndre' Bembry,DeAndre',,,3.000000:45,0.0,0.0,0.0,0.0,3.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0
0022100001,1610612751,BKN,Brooklyn,1630560,Cam Thomas,Cam,,,3.000000:45,0.0,0.0,0.0,0.0,3.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0
0022100001,1610612751,BKN,Brooklyn,1628971,Bruce Brown,Bruce,,,3.000000:45,0.0,0.0,0.0,0.0,3.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0
0022100001,1610612751,BKN,Brooklyn,1630561,David Duke Jr.,David,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100001,1610612751,BKN,Brooklyn,1630556,Kessler Edwards,Kessler,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100002,1610612744,GSW,Golden State,203952,Andrew Wiggins,Andrew,F,,25.000000:44,0.0,3.0,0.0,6.0,14.0,2.0,12.0,22.0,0.0,0.0,3.0,1.0
0022100002,1610612744,GSW,Golden State,203110,Draymond Green,Draymond,F,,29.000000:56,0.0,0.0,0.0,4.0,14.0,2.0,14.0,24.0,0.0,0.0,3.0,2.0
0022100002,1610612744,GSW,Golden State,1626172,Kevon Looney,Kevon,C,,15.000000:28,0.0,0.0,0.0,6.0,8.0,2.0,10.0,18.0,1.0,0.0,0.0,1.0
0022100002,1610612744,GSW,Golden State,1629673,Jordan Poole,Jordan,G,,25.000000:04,4.0,3.0,6.0,6.0,7.0,3.0,10.0,16.0,0.0,1.0,2.0,3.0
0022100002,1610612744,GSW,Golden State,201939,Stephen Curry,Stephen,G,,36.000000:11,6.0,0.0,0.0,6.0,19.0,3.0,17.0,30.0,0.0,3.0,1.0,7.0
0022100002,1610612744,GSW,Golden State,202357,Nemanja Bjelica,Nemanja,,,25.000000:55,2.0,2.0,2.0,6.0,8.0,4.0,3.0,10.0,0.0,0.0,2.0,2.0
0022100002,1610612744,GSW,Golden State,2738,Andre Iguodala,Andre,,,22.000000:58,0.0,0.0,0.0,4.0,5.0,4.0,8.0,14.0,1.0,0.0,1.0,3.0
0022100002,1610612744,GSW,Golden State,1627814,Damion Lee,Damion,,,29.000000:04,0.0,2.0,0.0,4.0,8.0,4.0,8.0,18.0,0.0,0.0,3.0,4.0
0022100002,1610612744,GSW,Golden State,1629308,Juan Toscano-Anderson,Juan,,,12.000000:23,1.0,0.0,0.0,2.0,6.0,1.0,10.0,8.0,0.0,0.0,1.0,1.0
0022100002,1610612744,GSW,Golden State,203490,Otto Porter Jr.,Otto,,,11.000000:35,5.0,0.0,2.0,0.0,2.0,3.0,3.0,6.0,0.0,0.0,2.0,1.0
0022100002,1610612744,GSW,Golden State,1630541,Moses Moody,Moses,,,5.000000:34,2.0,0.0,0.0,2.0,4.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0
0022100002,1610612744,GSW,Golden State,1627780,Gary Payton II,Gary,,,0.000000:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022100002,1610612747,LAL,Los Angeles,2544,LeBron James,LeBron,F,,36.000000:45,4.0,1.0,5.0,4.0,15.0,8.0,10.0,28.0,1.0,0.0,5.0,8.0
0022100002,1610612747,LAL,Los Angeles,203076,Anthony Davis,Anthony,F,,38.000000:55,10.0,2.0,4.0,20.0,15.0,10.0,3.0,38.0,2.0,1.0,0.0,4.0
0022100002,1610612747,LAL,Los Angeles,201599,DeAndre Jordan,DeAndre,C,,12.000000:55,0.0,0.0,0.0,2.0,3.0,3.0,3.0,8.0,0.0,0.0,3.0,0.0
0022100002,1610612747,LAL,Los Angeles,203145,Kent Bazemore,Kent,G,,30.000000:37,0.0,0.0,2.0,0.0,7.0,8.0,3.0,28.0,1.0,0.0,4.0,1.0
0022100002,1610612747,LAL,Los Angeles,201566,Russell Westbrook,Russell,G,,35.000000:08,2.0,2.0,0.0,6.0,15.0,10.0,8.0,40.0,0.0,0.0,4.0,1.0
0022100002,1610612747,LAL,Los Angeles,200765,Rajon Rondo,Rajon,,,19.000000:49,0.0,0.0,3.0,0.0,10.0,2.0,2.0,20.0,0.0,0.0,2.0,1.0
0022100002,1610612747,LAL,Los Angeles,2546,Carmelo Anthony,Carmelo,,,26.000000:04,0.0,0.0,3.0,0.0,13.0,4.0,7.0,28.0,0.0,0.0,2.0,1.0
0022100002,1610612747,LAL,Los Angeles,1628370,Malik Monk,Malik,,,18.000000:44,0.0,0.0,3.0,0.0,10.0,2.0,7.0,22.0,0.0,0.0,1.0,0.0
0022100002,1610612747,LAL,Los Angeles,2730,Dwight Howard,Dwight,,,12.000000:49,0.0,1.0,0.0,2.0,7.0,0.0,7.0,14.0,0.0,1.0,2.0,2.0
0022100002,1610612747,LAL,Los Angeles,202340,Avery Bradley,Avery,,,8.000000:14,3.0,0.0,0.0,0.0,5.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0
0022100002,1610612747,LAL,Los Angeles,1629635,Sekou Doumbouya,Sekou,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100002,1610612747,LAL,Los Angeles,1630559,Austin Reaves,Austin,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100003,1610612754,IND,Indiana,203200,Justin Holiday,Justin,F,,25.000000:43,0.0,0.0,0.0,2.0,10.0,11.0,6.0,28.0,0.0,0.0,3.0,1.0
0022100003,1610612754,IND,Indiana,1627734,Domantas Sabonis,Domantas,F,,39.000000:19,0.0,10.0,0.0,18.0,16.0,16.0,13.0,46.0,0.0,2.0,4.0,5.0
0022100003,1610612754,IND,Indiana,1626167,Myles Turner,Myles,C,,25.000000:49,5.0,3.0,0.0,4.0,17.0,14.0,10.0,28.0,4.0,1.0,4.0,3.0
0022100003,1610612754,IND,Indiana,1630537,Chris Duarte,Chris,G,,32.000000:43,0.0,6.0,2.0,4.0,12.0,20.0,11.0,30.0,0.0,0.0,4.0,2.0
0022100003,1610612754,IND,Indiana,1627763,Malcolm Brogdon,Malcolm,G,,40.000000:18,0.0,2.0,3.0,10.0,19.0,19.0,12.0,46.0,1.0,1.0,2.0,7.0
0022100003,1610612754,IND,Indiana,1628470,Torrey Craig,Torrey,,,27.000000:47,0.0,0.0,0.0,0.0,13.0,15.0,9.0,34.0,1.0,0.0,4.0,2.0
0022100003,1610612754,IND,Indiana,203087,Jeremy Lamb,Jeremy,,,24.000000:14,3.0,0.0,0.0,0.0,8.0,14.0,5.0,28.0,2.0,0.0,2.0,0.0
0022100003,1610612754,IND,Indiana,204456,T.J. McConnell,T.J.,,,24.000000:07,0.0,0.0,0.0,6.0,15.0,11.0,9.0,30.0,2.0,1.0,1.0,1.0
0022100003,1610612754,IND,Indiana,1629048,Goga Bitadze,Goga,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100003,1610612754,IND,Indiana,1629052,Oshae Brissett,Oshae,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100003,1610612754,IND,Indiana,1630543,Isaiah Jackson,Isaiah,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100003,1610612754,IND,Indiana,202954,Brad Wanamaker,Brad,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100003,1610612754,IND,Indiana,1630613,Duane Washington Jr.,Duane,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100003,1610612766,CHA,Charlotte,202330,Gordon Hayward,Gordon,F,,35.000000:15,1.0,1.0,2.0,10.0,8.0,19.0,2.0,34.0,0.0,2.0,3.0,8.0
0022100003,1610612766,CHA,Charlotte,1628970,Miles Bridges,Miles,F,,32.000000:57,3.0,6.0,0.0,6.0,2.0,16.0,0.0,30.0,1.0,0.0,4.0,2.0
0022100003,1610612766,CHA,Charlotte,203486,Mason Plumlee,Mason,C,,32.000000:27,4.0,2.0,0.0,8.0,5.0,16.0,3.0,28.0,1.0,3.0,3.0,3.0
0022100003,1610612766,CHA,Charlotte,1626162,Kelly Oubre Jr.,Kelly,G,,34.000000:58,0.0,7.0,0.0,6.0,2.0,18.0,3.0,32.0,0.0,1.0,4.0,1.0
0022100003,1610612766,CHA,Charlotte,1630163,LaMelo Ball,LaMelo,G,,28.000000:58,4.0,0.0,9.0,8.0,5.0,14.0,3.0,26.0,0.0,2.0,3.0,2.0
0022100003,1610612766,CHA,Charlotte,1628998,Cody Martin,Cody,,,23.000000:38,4.0,2.0,4.0,8.0,6.0,5.0,5.0,22.0,1.0,0.0,1.0,1.0
0022100003,1610612766,CHA,Charlotte,202397,Ish Smith,Ish,,,21.000000:26,2.0,4.0,0.0,8.0,6.0,7.0,2.0,20.0,1.0,1.0,1.0,2.0
0022100003,1610612766,CHA,Charlotte,1629667,Jalen McDaniels,Jalen,,,10.000000:54,1.0,0.0,0.0,0.0,3.0,5.0,2.0,8.0,0.0,0.0,1.0,2.0
0022100003,1610612766,CHA,Charlotte,1629023,P.J. Washington,P.J.,,,19.000000:27,3.0,2.0,0.0,0.0,3.0,5.0,5.0,20.0,1.0,1.0,1.0,3.0
0022100003,1610612766,CHA,Charlotte,1630547,James Bouknight,James,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100003,1610612766,CHA,Charlotte,1630176,Vernon Carey Jr.,Vernon,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100003,1610612766,CHA,Charlotte,1630539,Kai Jones,Kai,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100003,1610612766,CHA,Charlotte,1629083,Arnoldas Kulboka,Arnoldas,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100003,1610612766,CHA,Charlotte,1630208,Nick Richards,Nick,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100003,1610612766,CHA,Charlotte,1630550,JT Thor,JT,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100004,1610612741,CHI,Chicago,201942,DeMar DeRozan,DeMar,F,,37.000000:46,2.0,0.0,0.0,12.0,15.0,8.0,6.0,44.0,0.0,0.0,2.0,4.0
0022100004,1610612741,CHI,Chicago,1630172,Patrick Williams,Patrick,F,,28.000000:27,0.0,2.0,2.0,4.0,9.0,6.0,6.0,38.0,0.0,0.0,2.0,1.0
0022100004,1610612741,CHI,Chicago,202696,Nikola Vučević,Nikola,C,,35.000000:53,2.0,2.0,7.0,8.0,6.0,6.0,4.0,36.0,0.0,1.0,1.0,0.0
0022100004,1610612741,CHI,Chicago,203897,Zach LaVine,Zach,G,,35.000000:20,8.0,2.0,4.0,12.0,8.0,6.0,6.0,40.0,1.0,0.0,2.0,9.0
0022100004,1610612741,CHI,Chicago,1628366,Lonzo Ball,Lonzo,G,,33.000000:22,3.0,5.0,0.0,6.0,8.0,6.0,6.0,36.0,1.0,2.0,0.0,0.0
0022100004,1610612741,CHI,Chicago,1628972,Troy Brown Jr.,Troy,,,4.000000:10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0
0022100004,1610612741,CHI,Chicago,1629750,Javonte Green,Javonte,,,14.000000:49,0.0,0.0,0.0,0.0,4.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0
0022100004,1610612741,CHI,Chicago,1627936,Alex Caruso,Alex,,,27.000000:08,0.0,0.0,0.0,0.0,11.0,2.0,0.0,24.0,2.0,0.0,5.0,2.0
0022100004,1610612741,CHI,Chicago,1628993,Alize Johnson,Alize,,,11.000000:54,0.0,0.0,0.0,0.0,9.0,2.0,2.0,14.0,0.0,1.0,3.0,0.0
0022100004,1610612741,CHI,Chicago,1630245,Ayo Dosunmu,Ayo,,,11.000000:12,7.0,3.0,2.0,4.0,5.0,2.0,0.0,12.0,1.0,1.0,1.0,0.0
0022100004,1610612741,CHI,Chicago,1628396,Tony Bradley,Tony,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100004,1610612741,CHI,Chicago,1627884,Derrick Jones Jr.,Derrick,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100004,1610612741,CHI,Chicago,1630250,Marko Simonovic,Marko,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100004,1610612741,CHI,Chicago,1629744,Matt Thomas,Matt,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100004,1610612765,DET,Detroit,1630180,Saddiq Bey,Saddiq,F,,32.000000:32,0.0,2.0,0.0,8.0,13.0,11.0,11.0,32.0,0.0,0.0,4.0,1.0
0022100004,1610612765,DET,Detroit,203924,Jerami Grant,Jerami,F,,32.000000:21,6.0,2.0,0.0,8.0,15.0,11.0,11.0,32.0,1.0,0.0,3.0,5.0
0022100004,1610612765,DET,Detroit,1630191,Isaiah Stewart,Isaiah,C,,25.000000:49,0.0,2.0,4.0,12.0,10.0,8.0,11.0,30.0,1.0,1.0,1.0,1.0
0022100004,1610612765,DET,Detroit,1628402,Frank Jackson,Frank,G,,28.000000:34,0.0,0.0,0.0,4.0,12.0,8.0,11.0,32.0,0.0,1.0,4.0,1.0
0022100004,1610612765,DET,Detroit,1630165,Killian Hayes,Killian,G,,20.000000:18,0.0,0.0,0.0,0.0,10.0,8.0,9.0,24.0,0.0,1.0,1.0,0.0
0022100004,1610612765,DET,Detroit,202709,Cory Joseph,Cory,,,27.000000:42,0.0,0.0,0.0,0.0,12.0,6.0,6.0,22.0,1.0,0.0,0.0,1.0
0022100004,1610612765,DET,Detroit,203482,Kelly Olynyk,Kelly,,,22.000000:11,4.0,2.0,0.0,8.0,12.0,6.0,4.0,16.0,0.0,1.0,0.0,4.0
0022100004,1610612765,DET,Detroit,1628977,Hamidou Diallo,Hamidou,,,15.000000:12,3.0,0.0,0.0,4.0,7.0,3.0,2.0,10.0,1.0,0.0,1.0,3.0
0022100004,1610612765,DET,Detroit,1626168,Trey Lyles,Trey,,,16.000000:44,2.0,0.0,2.0,4.0,9.0,3.0,4.0,14.0,0.0,0.0,0.0,0.0
0022100004,1610612765,DET,Detroit,1628367,Josh Jackson,Josh,,,18.000000:38,0.0,0.0,0.0,4.0,10.0,6.0,6.0,18.0,1.0,1.0,2.0,3.0
0022100004,1610612765,DET,Detroit,1630568,Luka Garza,Luka,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100004,1610612765,DET,Detroit,1630240,Saben Lee,Saben,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100004,1610612765,DET,Detroit,203585,Rodney McGruder,Rodney,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100004,1610612765,DET,Detroit,1630691,Jamorko Pickett,Jamorko,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100005,1610612738,BOS,Boston,1628369,Jayson Tatum,Jayson,F,,44.000000:39,4.0,0.0,0.0,6.0,13.0,10.0,12.0,46.0,1.0,4.0,2.0,4.0
0022100005,1610612738,BOS,Boston,1629684,Grant Williams,Grant,F,,31.000000:29,5.0,3.0,2.0,6.0,13.0,8.0,8.0,34.0,1.0,0.0,5.0,0.0
0022100005,1610612738,BOS,Boston,1629057,Robert Williams III,Robert,C,,44.000000:48,4.0,1.0,6.0,10.0,8.0,11.0,10.0,44.0,5.0,0.0,1.0,4.0
0022100005,1610612738,BOS,Boston,1627759,Jaylen Brown,Jaylen,G,,45.000000:57,4.0,0.0,8.0,12.0,10.0,11.0,10.0,44.0,1.0,2.0,5.0,9.0
0022100005,1610612738,BOS,Boston,203935,Marcus Smart,Marcus,G,,45.000000:55,0.0,3.0,0.0,0.0,14.0,9.0,10.0,44.0,0.0,1.0,3.0,2.0
0022100005,1610612738,BOS,Boston,203471,Dennis Schröder,Dennis,,,32.000000:01,0.0,2.0,0.0,6.0,9.0,9.0,8.0,36.0,0.0,2.0,3.0,2.0
0022100005,1610612738,BOS,Boston,1629641,Romeo Langford,Romeo,,,22.000000:36,0.0,0.0,3.0,2.0,9.0,7.0,8.0,30.0,0.0,1.0,2.0,0.0
0022100005,1610612738,BOS,Boston,1630174,Aaron Nesmith,Aaron,,,11.000000:18,0.0,0.0,0.0,0.0,7.0,1.0,4.0,10.0,0.0,0.0,2.0,1.0
0022100005,1610612738,BOS,Boston,1630202,Payton Pritchard,Payton,,,11.000000:17,0.0,0.0,0.0,0.0,2.0,4.0,0.0,12.0,1.0,0.0,1.0,0.0
0022100005,1610612738,BOS,Boston,1628981,Bruno Fernando,Bruno,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100005,1610612738,BOS,Boston,202683,Enes Freedom,Enes,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100005,1610612738,BOS,Boston,1630573,Sam Hauser,Sam,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100005,1610612738,BOS,Boston,1627823,Juancho Hernangomez,Juancho,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100005,1610612738,BOS,Boston,203953,Jabari Parker,Jabari,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100005,1610612738,BOS,Boston,1630271,Brodric Thomas,Brodric,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100005,1610612752,NYK,New York,1629628,RJ Barrett,RJ,F,,47.000000:03,4.0,0.0,6.0,6.0,13.0,9.0,12.0,34.0,2.0,1.0,5.0,3.0
0022100005,1610612752,NYK,New York,203944,Julius Randle,Julius,F,,45.000000:59,4.0,2.0,0.0,14.0,15.0,6.0,17.0,34.0,3.0,2.0,4.0,9.0
0022100005,1610612752,NYK,New York,1629011,Mitchell Robinson,Mitchell,C,,34.000000:28,2.0,6.0,0.0,10.0,4.0,5.0,6.0,24.0,2.0,0.0,2.0,2.0
0022100005,1610612752,NYK,New York,203095,Evan Fournier,Evan,G,,44.000000:26,2.0,0.0,4.0,14.0,13.0,6.0,15.0,30.0,1.0,2.0,4.0,1.0
0022100005,1610612752,NYK,New York,202689,Kemba Walker,Kemba,G,,35.000000:32,0.0,3.0,0.0,0.0,15.0,6.0,12.0,26.0,0.0,2.0,4.0,5.0
0022100005,1610612752,NYK,New York,201565,Derrick Rose,Derrick,,,22.000000:27,2.0,0.0,0.0,4.0,2.0,3.0,7.0,16.0,1.0,1.0,0.0,1.0
0022100005,1610612752,NYK,New York,1630579,Jericho Sims,Jericho,,,6.000000:58,1.0,1.0,0.0,0.0,2.0,0.0,7.0,8.0,0.0,0.0,0.0,1.0
0022100005,1610612752,NYK,New York,202692,Alec Burks,Alec,,,16.000000:18,0.0,0.0,0.0,0.0,4.0,3.0,7.0,12.0,0.0,1.0,2.0,0.0
0022100005,1610612752,NYK,New York,1630193,Immanuel Quickley,Immanuel,,,8.000000:25,0.0,0.0,0.0,0.0,4.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0
0022100005,1610612752,NYK,New York,1630167,Obi Toppin,Obi,,,28.000000:23,2.0,2.0,4.0,12.0,13.0,7.0,8.0,18.0,1.0,0.0,1.0,2.0
0022100005,1610612752,NYK,New York,1629656,Quentin Grimes,Quentin,,,0.000000:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022100005,1610612752,NYK,New York,1628995,Kevin Knox II,Kevin,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100005,1610612752,NYK,New York,1630540,Miles McBride,Miles,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100005,1610612752,NYK,New York,1627782,Wayne Selden,Wayne,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100006,1610612761,TOR,Toronto,1630567,Scottie Barnes,Scottie,F,,32.000000:32,4.0,0.0,5.0,10.0,12.0,4.0,8.0,34.0,0.0,2.0,5.0,3.0
0022100006,1610612761,TOR,Toronto,1628384,OG Anunoby,OG,F,,33.000000:59,2.0,2.0,3.0,2.0,16.0,4.0,8.0,40.0,1.0,1.0,1.0,3.0
0022100006,1610612761,TOR,Toronto,1630173,Precious Achiuwa,Precious,C,,18.000000:30,0.0,2.0,0.0,6.0,8.0,2.0,6.0,24.0,0.0,1.0,4.0,1.0
0022100006,1610612761,TOR,Toronto,201609,Goran Dragic,Goran,G,,21.000000:39,3.0,2.0,0.0,2.0,14.0,6.0,4.0,32.0,0.0,0.0,1.0,3.0
0022100006,1610612761,TOR,Toronto,1627832,Fred VanVleet,Fred,G,,34.000000:43,2.0,0.0,2.0,4.0,16.0,7.0,8.0,44.0,1.0,1.0,1.0,1.0
0022100006,1610612761,TOR,Toronto,1629018,Gary Trent Jr.,Gary,,,26.000000:27,2.0,3.0,2.0,2.0,4.0,7.0,2.0,26.0,0.0,0.0,1.0,1.0
0022100006,1610612761,TOR,Toronto,203920,Khem Birch,Khem,,,26.000000:01,2.0,2.0,2.0,4.0,10.0,9.0,2.0,30.0,0.0,0.0,2.0,4.0
0022100006,1610612761,TOR,Toronto,1629004,Svi Mykhailiuk,Svi,,,16.000000:14,2.0,0.0,2.0,2.0,4.0,7.0,0.0,22.0,0.0,1.0,4.0,1.0
0022100006,1610612761,TOR,Toronto,1628449,Chris Boucher,Chris,,,17.000000:30,0.0,0.0,2.0,4.0,4.0,7.0,0.0,18.0,2.0,1.0,1.0,0.0
0022100006,1610612761,TOR,Toronto,1630625,Dalano Banton,Dalano,,,12.000000:25,0.0,0.0,0.0,4.0,2.0,2.0,2.0,10.0,0.0,1.0,1.0,0.0
0022100006,1610612761,TOR,Toronto,1629067,Isaac Bonga,Isaac,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100006,1610612761,TOR,Toronto,1630551,Justin Champagnie,Justin,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100006,1610612761,TOR,Toronto,1626155,Sam Dekker,Sam,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100006,1610612761,TOR,Toronto,1630201,Malachi Flynn,Malachi,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100006,1610612761,TOR,Toronto,1630525,David Johnson,David,,DNP - Coach's Decision,,,,,,,,,,,,,
0022100006,1610612764,WAS,Washington,203484,Kentavious Caldwell-Pope,Kentavious,F,,27.000000:08,2.0,0.0,2.0,2.0,9.0,7.0,7.0,20.0,0.0,0.0,0.0,1.0
0022100006,1610612764,WAS,Washington,1628398,Kyle Kuzma,Kyle,F,,34.000000:38,2.0,0.0,0.0,4.0,8.0,6.0,10.0,32.0,1.0,1.0,2.0,1.0
0022100006,1610612764,WAS,Washington,1629655,Daniel Gafford,Daniel,C,,22.000000:06,0.0,2.0,0.0,6.0,9.0,4.0,9.0,20.0,4.0,0.0,1.0,2.0
0022100006,1610612764,WAS,Washington,203078,Bradley Beal,Bradley,G,,34.000000:06,4.0,0.0,2.0,6.0,8.0,6.0,10.0,32.0,0.0,2.0,2.0,6.0
0022100006,1610612764,WAS,Washington,203915,Spencer Dinwiddie,Spencer,G,,26.000000:09,2.0,0.0,0.0,8.0,9.0,7.0,9.0,22.0,0.0,0.0,3.0,4.0
0022100006,1610612764,WAS,Washington,1630166,Deni Avdija,Deni,,,20.000000:52,2.0,2.0,0.0,4.0,8.0,4.0,11.0,20.0,2.0,0.0,1.0,1.0
